iteration,convergenceIndicator,phase,a,aS_pop,corr_dI_aS,corr_lBt0_dS,corr_n_aS,corr_n_dI,dI_pop,dS_pop,initT_pop,lBt0_pop,n_pop,omega_aS,omega_dI,omega_dS,omega_initT,omega_lBt0,omega_n
706,780.703,2,0.32567,0.793832,0.906531,0.992748,-0.617429,-0.85989,1.57134,0.00069251,-15.3364,-4.58886,0.0857683,0.349489,0.540132,1.346,8.24911,0.563651,0.648465
707,771.304,2,0.325598,0.793978,0.906625,0.992752,-0.617254,-0.859784,1.57195,0.000691527,-15.3441,-4.58936,0.0857125,0.349672,0.540404,1.34595,8.25502,0.563628,0.648682
708,786.47,2,0.325529,0.794236,0.906708,0.992754,-0.617418,-0.859691,1.57247,0.000690637,-15.3463,-4.58996,0.0856632,0.349839,0.54045,1.34592,8.25766,0.563611,0.648824
709,797.402,2,0.32553,0.794489,0.906739,0.99275,-0.61739,-0.85966,1.57326,0.000689784,-15.348,-4.59048,0.0856259,0.349968,0.540445,1.34587,8.25986,0.5636,0.648938
710,808.068,2,0.32557,0.794831,0.906699,0.992757,-0.617548,-0.859781,1.5739,0.000689061,-15.3508,-4.59101,0.0855737,0.350073,0.540554,1.34578,8.26122,0.563575,0.648957
711,792.263,2,0.325585,0.795016,0.90671,0.992774,-0.61771,-0.859852,1.57437,0.00068832,-15.3543,-4.5915,0.0855484,0.350174,0.540694,1.34571,8.26137,0.563571,0.648936
712,784.253,2,0.325586,0.795105,0.906836,0.99279,-0.61819,-0.859981,1.57466,0.00068766,-15.3577,-4.59197,0.0855159,0.35027,0.540774,1.3456,8.26382,0.563568,0.648881
713,802.208,2,0.325598,0.795308,0.907005,0.992792,-0.618782,-0.86016,1.57488,0.000686854,-15.3639,-4.59257,0.0855103,0.350445,0.541007,1.34564,8.26771,0.563653,0.649061
714,801.549,2,0.325656,0.79561,0.907125,0.992795,-0.619207,-0.860342,1.57527,0.000686118,-15.3634,-4.59311,0.0855065,0.350484,0.541001,1.34568,8.26648,0.563709,0.649296
715,797.056,2,0.32573,0.795867,0.907332,0.992807,-0.619844,-0.860605,1.57585,0.000685204,-15.3628,-4.59363,0.0854846,0.350557,0.541155,1.34572,8.26521,0.56373,0.649738
716,803.191,2,0.325783,0.796057,0.907569,0.992809,-0.620356,-0.860731,1.57628,0.000684294,-15.3665,-4.59418,0.085465,0.350686,0.54142,1.34568,8.26582,0.563728,0.650095
717,782.446,2,0.325772,0.796172,0.907866,0.992813,-0.621512,-0.861158,1.57642,0.000683615,-15.3685,-4.59455,0.0854414,0.351006,0.541805,1.34542,8.26671,0.563639,0.650568
718,803.428,2,0.325825,0.796297,0.908035,0.992821,-0.622258,-0.861435,1.57684,0.000682963,-15.3702,-4.59491,0.0854284,0.35122,0.541965,1.34508,8.2652,0.563533,0.651028
719,804.47,2,0.325868,0.796374,0.90831,0.992818,-0.623214,-0.861739,1.57711,0.000682274,-15.3733,-4.5953,0.0854146,0.351451,0.542264,1.34473,8.26659,0.563452,0.651297
720,788.879,2,0.325896,0.796334,0.908631,0.99282,-0.624311,-0.862121,1.57689,0.000682018,-15.3749,-4.59545,0.0854094,0.351616,0.542697,1.34427,8.26973,0.563282,0.651615
721,795.061,2,0.325922,0.796297,0.908957,0.99281,-0.625327,-0.862416,1.57688,0.000681743,-15.3755,-4.59559,0.0854067,0.3518,0.543026,1.34374,8.27132,0.563123,0.651772
722,812.854,2,0.326011,0.796212,0.909297,0.992814,-0.626417,-0.86271,1.57673,0.0006813,-15.3793,-4.59586,0.0853969,0.351922,0.543409,1.34343,8.27181,0.562999,0.651917
723,810.524,2,0.326064,0.796157,0.909566,0.992818,-0.627286,-0.862899,1.57669,0.000680859,-15.3822,-4.5961,0.0853902,0.352004,0.543887,1.34317,8.27129,0.562893,0.652054
724,808.272,2,0.326128,0.796043,0.909878,0.992825,-0.628462,-0.863258,1.57648,0.000680439,-15.3834,-4.59639,0.0853663,0.352158,0.544354,1.34301,8.26915,0.562795,0.652415
725,820.918,2,0.32618,0.795907,0.910085,0.992826,-0.629529,-0.863663,1.57626,0.00067998,-15.3881,-4.59665,0.0853786,0.352366,0.544877,1.34271,8.27354,0.562655,0.652854
726,829.029,2,0.326265,0.795863,0.91027,0.992822,-0.63044,-0.864016,1.57649,0.000679436,-15.3925,-4.59699,0.0853632,0.35253,0.545235,1.34235,8.27698,0.562481,0.653145
727,813.56,2,0.326347,0.795774,0.910516,0.992826,-0.631611,-0.864484,1.57657,0.000678817,-15.3974,-4.59734,0.0853303,0.352654,0.545708,1.34192,8.28067,0.562279,0.653296
728,805.793,2,0.326414,0.795656,0.910777,0.992825,-0.632626,-0.864825,1.57666,0.000678263,-15.4013,-4.5977,0.0852952,0.352783,0.546069,1.34148,8.28056,0.562086,0.653284
729,809.757,2,0.326477,0.795655,0.910967,0.992816,-0.633607,-0.865231,1.57697,0.000677783,-15.4038,-4.59801,0.0852536,0.352794,0.54631,1.34094,8.28261,0.561885,0.653449
730,814.322,2,0.326517,0.795588,0.911155,0.992814,-0.63453,-0.86553,1.57721,0.000677253,-15.4091,-4.59832,0.0852172,0.3529,0.546629,1.34049,8.28741,0.561703,0.653504
731,806.729,2,0.326542,0.795612,0.911201,0.992813,-0.635278,-0.865943,1.57737,0.000676909,-15.4128,-4.59855,0.0851857,0.35297,0.547053,1.34035,8.29005,0.561621,0.653563
732,792.745,2,0.326532,0.79559,0.911271,0.992813,-0.635998,-0.866241,1.57759,0.000676601,-15.4151,-4.59874,0.0851775,0.352993,0.547292,1.34017,8.28959,0.561521,0.653634
733,802.295,2,0.326532,0.79569,0.911219,0.992816,-0.63618,-0.866355,1.57788,0.000676355,-15.4158,-4.59889,0.0851638,0.353128,0.547509,1.33994,8.2868,0.561425,0.653683
734,789.276,2,0.326516,0.795692,0.911343,0.992813,-0.63682,-0.866632,1.57793,0.000676039,-15.4181,-4.59909,0.0851317,0.353309,0.547876,1.33969,8.28622,0.561323,0.654028
735,770.617,2,0.326473,0.795716,0.911447,0.992811,-0.637192,-0.866809,1.57816,0.000675705,-15.4229,-4.59928,0.0850983,0.353418,0.548127,1.33941,8.28745,0.561246,0.654283
736,782.807,2,0.326483,0.795688,0.911609,0.99281,-0.637935,-0.867146,1.57825,0.000675393,-15.4264,-4.59945,0.0850636,0.353506,0.54841,1.33914,8.28744,0.561201,0.654385
737,800.647,2,0.326515,0.795616,0.911752,0.992809,-0.638569,-0.867445,1.57828,0.000674933,-15.4321,-4.59971,0.0850454,0.353507,0.548673,1.33892,8.29187,0.561173,0.65475
738,794.415,2,0.32651,0.795526,0.911744,0.992811,-0.63894,-0.867743,1.57834,0.000674623,-15.4375,-4.59988,0.085032,0.353552,0.54892,1.33874,8.29867,0.561111,0.655108
739,804.132,2,0.326512,0.795475,0.911728,0.992815,-0.639386,-0.868066,1.57829,0.000674391,-15.4429,-4.59998,0.0850253,0.35353,0.549254,1.3386,8.30416,0.561117,0.65575
740,797.97,2,0.326526,0.795319,0.911808,0.992821,-0.639947,-0.868363,1.57829,0.000674152,-15.4482,-4.60006,0.0850127,0.353509,0.549518,1.33844,8.30865,0.561123,0.656254
741,794.568,2,0.326528,0.795096,0.911915,0.992823,-0.640515,-0.868643,1.57808,0.000673911,-15.4544,-4.60014,0.0850084,0.353534,0.550008,1.33829,8.31072,0.561116,0.656704
742,791.064,2,0.326522,0.79492,0.912022,0.99282,-0.6411,-0.868918,1.57793,0.000673629,-15.4573,-4.60023,0.0850024,0.353641,0.550397,1.33815,8.31013,0.561158,0.656933
743,815.101,2,0.32656,0.794775,0.912165,0.992815,-0.641842,-0.869249,1.57773,0.000673353,-15.4598,-4.60034,0.0849981,0.353809,0.550866,1.33804,8.30881,0.561199,0.657276
744,810.042,2,0.326583,0.794638,0.912345,0.99281,-0.642385,-0.869473,1.57763,0.000672985,-15.4647,-4.60055,0.0849898,0.354007,0.551257,1.33814,8.31208,0.561306,0.657683
745,814.051,2,0.326629,0.794593,0.912487,0.992819,-0.642561,-0.869513,1.57769,0.000672579,-15.4689,-4.60082,0.0849765,0.354267,0.551455,1.33839,8.31747,0.561469,0.657826
746,815.269,2,0.326655,0.794557,0.912527,0.99283,-0.642493,-0.869491,1.57763,0.000672361,-15.4742,-4.60097,0.0849662,0.354506,0.551639,1.33851,8.32331,0.561595,0.658104
747,811.911,2,0.326687,0.794432,0.912687,0.992831,-0.643042,-0.869684,1.57734,0.000672261,-15.4785,-4.60109,0.0849506,0.354753,0.552032,1.33848,8.32409,0.56163,0.658278
748,791.519,2,0.326667,0.794305,0.912823,0.992828,-0.64324,-0.86974,1.57729,0.00067229,-15.4838,-4.60111,0.0849467,0.354987,0.552314,1.3385,8.32818,0.561642,0.658571
749,821.427,2,0.326695,0.794293,0.912879,0.99283,-0.643238,-0.869697,1.57757,0.000672312,-15.4884,-4.60111,0.08494,0.355194,0.552545,1.33847,8.33078,0.561673,0.658793
750,806.144,2,0.326688,0.794228,0.912907,0.99283,-0.643403,-0.869793,1.5778,0.000672326,-15.493,-4.60109,0.0849281,0.355372,0.552733,1.33856,8.33516,0.561764,0.658948
751,817.61,2,0.326697,0.794243,0.912965,0.992834,-0.643378,-0.869727,1.57823,0.000672382,-15.4973,-4.60103,0.0849135,0.355562,0.552961,1.33856,8.3391,0.561855,0.659213
752,786.548,2,0.326662,0.794396,0.912897,0.992843,-0.643274,-0.869788,1.57865,0.000672571,-15.4997,-4.60094,0.084895,0.355745,0.553205,1.33874,8.34051,0.561935,0.659493
753,792.969,2,0.326621,0.794501,0.912885,0.992849,-0.643102,-0.869729,1.57893,0.000672719,-15.5013,-4.60087,0.0848779,0.356003,0.55355,1.33895,8.34222,0.562028,0.659646
754,782.646,2,0.326587,0.794482,0.912907,0.992854,-0.643161,-0.869792,1.57908,0.000672808,-15.5051,-4.60084,0.0848661,0.356169,0.553756,1.33927,8.34134,0.562166,0.659883
755,780.071,2,0.326562,0.794461,0.91294,0.992859,-0.643083,-0.869786,1.57921,0.000672933,-15.5063,-4.60076,0.0848599,0.356322,0.55398,1.33946,8.33895,0.562302,0.66014
756,801.995,2,0.326519,0.794455,0.912898,0.992852,-0.643049,-0.869789,1.5794,0.000673054,-15.5064,-4.60065,0.0848561,0.35646,0.554161,1.33965,8.33526,0.562474,0.660488
757,793.659,2,0.326509,0.794447,0.912814,0.992857,-0.642866,-0.869829,1.57926,0.000673358,-15.5075,-4.60049,0.08486,0.35662,0.554408,1.33986,8.33246,0.562585,0.660665
758,801.512,2,0.326497,0.794441,0.912807,0.992865,-0.642747,-0.869778,1.57928,0.000673658,-15.5097,-4.60036,0.0848554,0.356731,0.554732,1.34014,8.33104,0.562663,0.660977
759,800.326,2,0.326482,0.794386,0.912832,0.992874,-0.642826,-0.86983,1.57912,0.000673889,-15.5129,-4.60024,0.0848533,0.356919,0.555082,1.3404,8.33198,0.562785,0.661335
760,800.794,2,0.326463,0.794331,0.912903,0.992874,-0.642855,-0.869755,1.57896,0.000673915,-15.5148,-4.60024,0.084849,0.357059,0.555336,1.34031,8.33242,0.562777,0.661563
761,787.419,2,0.326433,0.794236,0.913061,0.992877,-0.643073,-0.869725,1.57868,0.000673986,-15.5172,-4.60021,0.0848669,0.357246,0.5557,1.3402,8.33187,0.562776,0.661921
762,790.379,2,0.326416,0.794147,0.913171,0.992876,-0.64346,-0.869864,1.57836,0.000674105,-15.5199,-4.60019,0.0848887,0.357426,0.556124,1.34008,8.3299,0.562725,0.662272
763,815.502,2,0.326433,0.794032,0.91329,0.992871,-0.643911,-0.870007,1.57805,0.000674257,-15.5228,-4.60013,0.0849099,0.357598,0.556528,1.33995,8.32767,0.562714,0.662563
764,800.949,2,0.326411,0.793856,0.913381,0.992866,-0.644241,-0.870061,1.57758,0.000674553,-15.5237,-4.59995,0.0849391,0.357706,0.55694,1.33965,8.32347,0.562622,0.662989
765,799.641,2,0.326396,0.793713,0.913355,0.992861,-0.644499,-0.870254,1.57698,0.000674874,-15.526,-4.59979,0.084974,0.357754,0.557342,1.33941,8.31951,0.562536,0.663541
766,817.503,2,0.326399,0.793556,0.913408,0.992862,-0.644965,-0.870425,1.57633,0.000675198,-15.5293,-4.59964,0.0850196,0.357842,0.55775,1.33928,8.31684,0.562473,0.664183
767,796.446,2,0.32639,0.793368,0.91349,0.992867,-0.645404,-0.870595,1.57566,0.00067542,-15.5336,-4.59951,0.0850541,0.35791,0.558066,1.33918,8.3176,0.562429,0.664619
768,781.465,2,0.326367,0.79328,0.91357,0.992877,-0.64544,-0.870553,1.57526,0.000675343,-15.5365,-4.59956,0.0850698,0.358027,0.558399,1.33908,8.31715,0.56237,0.664964
769,812.161,2,0.326383,0.793171,0.913571,0.992888,-0.645248,-0.870466,1.57467,0.000675215,-15.5379,-4.59963,0.0850918,0.358231,0.558773,1.33906,8.31586,0.562364,0.665309
770,788.717,2,0.326359,0.79304,0.913631,0.9929,-0.645171,-0.870342,1.57411,0.000675027,-15.5375,-4.5997,0.0851126,0.358325,0.559021,1.33908,8.31378,0.562338,0.665795
771,797.242,2,0.326344,0.792891,0.913723,0.99291,-0.645153,-0.870187,1.57352,0.000674858,-15.5376,-4.59976,0.0851312,0.358401,0.559269,1.33903,8.31241,0.562317,0.666124
772,820.155,2,0.326373,0.792727,0.913766,0.992916,-0.645222,-0.870155,1.57294,0.000674715,-15.5379,-4.59979,0.0851384,0.358505,0.559557,1.339,8.31102,0.56229,0.666264
773,803.642,2,0.326407,0.792567,0.913818,0.992921,-0.645301,-0.870204,1.57255,0.000674572,-15.5385,-4.59983,0.0851491,0.358624,0.559772,1.339,8.3096,0.56226,0.666368
774,798.989,2,0.32642,0.792409,0.913866,0.992921,-0.645374,-0.870204,1.57225,0.000674438,-15.5387,-4.59991,0.0851483,0.358697,0.559908,1.33902,8.30608,0.562247,0.666345
775,811.202,2,0.326474,0.792225,0.91395,0.992923,-0.645791,-0.870383,1.57208,0.000674393,-15.5401,-4.59993,0.0851529,0.358697,0.560074,1.33899,8.3039,0.562186,0.666431
776,794.881,2,0.3265,0.792039,0.914035,0.992926,-0.646249,-0.870592,1.57196,0.000674265,-15.5415,-4.59998,0.0851467,0.358732,0.560268,1.3389,8.30256,0.562127,0.666479
777,791.813,2,0.326515,0.791792,0.914122,0.99293,-0.646516,-0.870673,1.57147,0.000674234,-15.5423,-4.59995,0.0851526,0.358794,0.560495,1.33868,8.3013,0.562003,0.666538
778,794.121,2,0.326533,0.791553,0.91421,0.992933,-0.64676,-0.870744,1.57111,0.000674261,-15.5434,-4.5999,0.0851559,0.358942,0.560723,1.33836,8.29933,0.561829,0.666629
779,792.724,2,0.326527,0.791303,0.914267,0.992936,-0.647019,-0.870854,1.57053,0.000674266,-15.5472,-4.59989,0.0851651,0.359128,0.561026,1.33809,8.29963,0.561658,0.666838
780,796.339,2,0.326527,0.791068,0.914373,0.992927,-0.64737,-0.870977,1.5699,0.00067434,-15.5499,-4.59984,0.0851745,0.359319,0.561339,1.33765,8.2995,0.561437,0.666897
781,806.672,2,0.32653,0.790822,0.914421,0.99292,-0.647579,-0.871051,1.56919,0.000674402,-15.5514,-4.59979,0.0851856,0.359562,0.561691,1.33719,8.29714,0.561218,0.667022
782,790.802,2,0.326528,0.790581,0.914543,0.992914,-0.648017,-0.871184,1.56858,0.000674475,-15.5518,-4.59972,0.085197,0.359759,0.562018,1.33674,8.29418,0.560998,0.667118
783,792.037,2,0.326505,0.790323,0.914625,0.992896,-0.648289,-0.871244,1.56802,0.000674473,-15.5508,-4.59968,0.0852094,0.359892,0.562303,1.33618,8.29091,0.560736,0.667125
784,794.759,2,0.326505,0.79008,0.91472,0.992882,-0.648582,-0.871315,1.56758,0.000674436,-15.5498,-4.59965,0.0852221,0.360025,0.562503,1.33561,8.28755,0.560505,0.667137
785,800.241,2,0.326502,0.78983,0.914836,0.992869,-0.648922,-0.871351,1.56716,0.000674429,-15.5485,-4.59961,0.085238,0.360159,0.562689,1.33509,8.28379,0.560273,0.667175
786,798.848,2,0.326491,0.789585,0.914923,0.992859,-0.649203,-0.871382,1.56668,0.000674435,-15.5491,-4.59959,0.0852446,0.360312,0.562871,1.33461,8.28079,0.560055,0.667206
787,802.886,2,0.326491,0.789359,0.914981,0.992848,-0.649379,-0.871453,1.56607,0.000674565,-15.5508,-4.59949,0.0852658,0.360443,0.563103,1.33418,8.27909,0.559865,0.667599
788,804.873,2,0.326501,0.789147,0.915064,0.992838,-0.649644,-0.871546,1.5654,0.000674698,-15.5551,-4.59943,0.0852789,0.360522,0.563274,1.3338,8.27994,0.55969,0.667823
789,799.645,2,0.326488,0.788933,0.915135,0.992829,-0.649954,-0.871615,1.56478,0.000674801,-15.5587,-4.59938,0.0852888,0.360565,0.56334,1.3334,8.28053,0.559492,0.668094
790,788.776,2,0.326455,0.788747,0.915166,0.992816,-0.650095,-0.871665,1.56409,0.000674877,-15.5636,-4.59936,0.0853064,0.360595,0.563424,1.33313,8.28096,0.559365,0.668286
791,793.761,2,0.326433,0.788564,0.915199,0.992802,-0.6504,-0.871793,1.5634,0.000674998,-15.5668,-4.59933,0.0853348,0.360585,0.563507,1.33292,8.28041,0.559248,0.668428
792,783.709,2,0.326421,0.788415,0.915241,0.992795,-0.650665,-0.87192,1.56282,0.000675064,-15.5692,-4.59933,0.0853572,0.360544,0.563574,1.33273,8.28009,0.559133,0.668545
793,809.983,2,0.326432,0.788329,0.915231,0.992784,-0.650719,-0.871958,1.56239,0.000675121,-15.5732,-4.59933,0.0853745,0.360501,0.563509,1.33258,8.28058,0.559029,0.668582
794,797.562,2,0.326451,0.788217,0.915247,0.992778,-0.650788,-0.87199,1.56195,0.000675203,-15.5762,-4.59931,0.0853887,0.360465,0.563387,1.33246,8.27858,0.558928,0.668524
795,814.152,2,0.326479,0.788136,0.91521,0.992777,-0.65076,-0.871982,1.56163,0.000675424,-15.5775,-4.59921,0.0854001,0.360458,0.563285,1.33238,8.2758,0.558853,0.66853
796,787.549,2,0.326462,0.788116,0.915127,0.992774,-0.650649,-0.871985,1.5613,0.000675654,-15.5756,-4.59907,0.0854187,0.360437,0.563243,1.3323,8.27124,0.558786,0.668612
797,796.224,2,0.326467,0.78806,0.915143,0.992771,-0.650836,-0.872044,1.56102,0.000675888,-15.5749,-4.59893,0.0854386,0.360438,0.563233,1.3322,8.267,0.558717,0.668631
798,808.694,2,0.32648,0.787909,0.91518,0.992767,-0.651056,-0.872117,1.56054,0.000676181,-15.5762,-4.59876,0.0854615,0.360493,0.563274,1.33232,8.26492,0.558732,0.668545
799,801.398,2,0.326486,0.787813,0.915161,0.992761,-0.651191,-0.872212,1.56026,0.000676473,-15.5788,-4.5986,0.0854723,0.36047,0.56321,1.33247,8.26426,0.558741,0.668386
800,818.588,2,0.32651,0.787758,0.915193,0.992758,-0.651252,-0.87217,1.56007,0.000676744,-15.5795,-4.59848,0.085476,0.360443,0.563146,1.33261,8.26256,0.558723,0.668316
801,805.124,2,0.326536,0.787715,0.915189,0.992756,-0.651195,-0.872149,1.55996,0.000677079,-15.5784,-4.59834,0.0854779,0.360407,0.563023,1.33281,8.25832,0.558727,0.668332
802,788.801,2,0.326528,0.787673,0.915213,0.99275,-0.651273,-0.872161,1.55972,0.000677434,-15.578,-4.59817,0.0854928,0.360324,0.562967,1.33297,8.25655,0.558744,0.668272
803,784.871,2,0.326522,0.787633,0.915257,0.992748,-0.65136,-0.872178,1.55949,0.00067773,-15.5763,-4.59802,0.0854985,0.360319,0.562964,1.33318,8.25349,0.558788,0.668284
804,784.084,2,0.326519,0.787614,0.915289,0.992752,-0.651478,-0.87222,1.55931,0.000677951,-15.5748,-4.59789,0.085505,0.360337,0.562981,1.33341,8.25186,0.558849,0.668166
805,806.251,2,0.326551,0.787585,0.915329,0.992751,-0.651569,-0.872241,1.55908,0.000678138,-15.5718,-4.59779,0.0855143,0.360304,0.563004,1.3334,8.24972,0.558831,0.668116
806,808.34,2,0.326574,0.78754,0.915337,0.992748,-0.651585,-0.872246,1.55888,0.000678259,-15.5681,-4.59772,0.0855312,0.360282,0.56299,1.3335,8.24643,0.558837,0.668115
807,785.177,2,0.326559,0.787502,0.915375,0.992746,-0.65164,-0.872225,1.55873,0.000678311,-15.5663,-4.59771,0.0855462,0.360334,0.562918,1.3337,8.24417,0.558901,0.668013
808,790.686,2,0.326563,0.787447,0.91537,0.992748,-0.651556,-0.872213,1.55844,0.000678349,-15.5638,-4.59769,0.0855521,0.360344,0.562893,1.33391,8.24147,0.558971,0.668041
809,796.63,2,0.326571,0.787407,0.915419,0.992746,-0.651691,-0.87227,1.55829,0.000678387,-15.5613,-4.59769,0.0855524,0.360406,0.562943,1.33412,8.23926,0.559047,0.668073
810,796.783,2,0.326557,0.787359,0.915421,0.992748,-0.65174,-0.872283,1.55823,0.000678439,-15.5604,-4.59767,0.0855504,0.360477,0.562985,1.33433,8.23839,0.559132,0.668121
811,785.49,2,0.326538,0.787291,0.915476,0.992747,-0.65179,-0.872255,1.55801,0.000678518,-15.5592,-4.59765,0.0855439,0.360533,0.56301,1.33452,8.23688,0.559221,0.668087
812,774.127,2,0.326482,0.787167,0.915491,0.992745,-0.651971,-0.872342,1.55769,0.000678596,-15.5621,-4.59764,0.0855407,0.360571,0.563064,1.33486,8.23878,0.55932,0.668213
813,796.911,2,0.326449,0.787054,0.915525,0.992746,-0.652064,-0.872328,1.55729,0.000678691,-15.5646,-4.59761,0.0855474,0.360632,0.563178,1.33512,8.23925,0.559422,0.668431
814,803.41,2,0.326434,0.786991,0.915564,0.99274,-0.652384,-0.872468,1.55694,0.000678725,-15.5666,-4.59763,0.0855532,0.360623,0.563293,1.33539,8.23851,0.559524,0.668694
815,795.828,2,0.326436,0.786956,0.915637,0.992734,-0.652635,-0.872555,1.55679,0.000678729,-15.5679,-4.59763,0.0855496,0.360609,0.563367,1.33549,8.23694,0.559567,0.66879
816,800.644,2,0.326447,0.786906,0.915687,0.992726,-0.652864,-0.872653,1.55662,0.000678622,-15.5685,-4.5977,0.0855418,0.360594,0.563442,1.33551,8.23443,0.559564,0.668856
817,805.586,2,0.326448,0.786841,0.91572,0.99272,-0.653021,-0.872654,1.55641,0.000678539,-15.5707,-4.59781,0.0855252,0.36049,0.563418,1.33551,8.23268,0.559552,0.668831
818,790.221,2,0.326431,0.786789,0.915714,0.992717,-0.653,-0.872628,1.55631,0.000678539,-15.5733,-4.59783,0.0855151,0.360383,0.563378,1.33577,8.23134,0.559647,0.668817
819,785.684,2,0.326415,0.786738,0.91573,0.992721,-0.653154,-0.872653,1.55623,0.000678605,-15.5752,-4.59782,0.0855078,0.360287,0.563333,1.33599,8.22951,0.559737,0.668819
820,798.638,2,0.326431,0.786689,0.915758,0.99273,-0.653322,-0.872696,1.556,0.000678725,-15.5767,-4.59778,0.0855071,0.360181,0.563263,1.3363,8.22761,0.559891,0.668844
821,767.54,2,0.326402,0.786629,0.915753,0.992737,-0.653471,-0.872784,1.55579,0.000678833,-15.5793,-4.59774,0.0855089,0.360075,0.563221,1.33657,8.22774,0.560034,0.668877
822,794.916,2,0.326404,0.786542,0.91577,0.992741,-0.653685,-0.872852,1.55559,0.000678968,-15.5814,-4.59767,0.0855088,0.359974,0.563101,1.33689,8.22647,0.560166,0.668843
823,791.423,2,0.326404,0.786457,0.915778,0.992746,-0.653766,-0.872881,1.5554,0.000679104,-15.5836,-4.59761,0.0855042,0.359888,0.56312,1.33718,8.2254,0.560287,0.668761
824,773.357,2,0.326386,0.786363,0.915836,0.992747,-0.653887,-0.872903,1.5553,0.000679243,-15.5871,-4.59753,0.0855003,0.359815,0.563104,1.33749,8.22599,0.560422,0.668638
825,819.321,2,0.326389,0.786277,0.915814,0.992746,-0.653918,-0.872899,1.55518,0.000679373,-15.591,-4.59748,0.0855006,0.359774,0.563057,1.33774,8.22762,0.560529,0.668538
826,823.156,2,0.326396,0.786213,0.915793,0.992746,-0.653903,-0.872876,1.55504,0.000679513,-15.5953,-4.59742,0.085501,0.359724,0.563032,1.33798,8.23036,0.56064,0.668482
827,813.937,2,0.326412,0.786112,0.915793,0.99275,-0.653992,-0.872911,1.55488,0.000679672,-15.5989,-4.59734,0.0855053,0.359653,0.562932,1.33824,8.2328,0.560749,0.668496
828,807.957,2,0.32642,0.785997,0.915779,0.992754,-0.654041,-0.872948,1.55467,0.000679809,-15.602,-4.59725,0.0855055,0.359595,0.562954,1.33853,8.23483,0.560866,0.668447
829,790.37,2,0.326405,0.785894,0.915804,0.992757,-0.654166,-0.87297,1.55446,0.000679835,-15.6052,-4.59723,0.0855087,0.359598,0.562933,1.33859,8.23707,0.560927,0.668357
830,812.325,2,0.326426,0.785802,0.915852,0.992755,-0.65428,-0.873014,1.55419,0.00067984,-15.6085,-4.59723,0.0855143,0.359588,0.562975,1.33866,8.2394,0.561005,0.668368
831,791.404,2,0.326425,0.785688,0.91589,0.992754,-0.654401,-0.873079,1.55396,0.000679766,-15.6104,-4.59726,0.0855229,0.359583,0.563024,1.33879,8.23993,0.561106,0.668412
832,782.831,2,0.326404,0.785568,0.91595,0.99275,-0.654483,-0.873088,1.55367,0.000679743,-15.6132,-4.59727,0.085532,0.35957,0.563138,1.33897,8.24109,0.56121,0.668387
833,810.118,2,0.32643,0.785416,0.916031,0.992751,-0.654668,-0.873146,1.55335,0.000679781,-15.6165,-4.59723,0.0855432,0.359613,0.563228,1.33907,8.24283,0.561283,0.668357
834,804.089,2,0.326433,0.785286,0.916053,0.992747,-0.654921,-0.87327,1.55307,0.000679776,-15.6181,-4.59722,0.0855533,0.359629,0.563289,1.33914,8.24264,0.561333,0.668332
835,792.694,2,0.326426,0.785186,0.916102,0.992743,-0.655084,-0.87333,1.55286,0.00067978,-15.6199,-4.59719,0.0855596,0.35965,0.563335,1.33923,8.24375,0.561401,0.668285
836,816.21,2,0.326448,0.785097,0.916139,0.992742,-0.655159,-0.87334,1.55269,0.0006798,-15.6221,-4.59716,0.0855631,0.359642,0.56336,1.33937,8.24497,0.561473,0.66818
837,802.764,2,0.326464,0.785028,0.91615,0.992742,-0.655411,-0.873474,1.55252,0.000679844,-15.6238,-4.59714,0.0855613,0.359602,0.563327,1.33949,8.24487,0.561545,0.668142
838,784.199,2,0.326445,0.784939,0.91619,0.992739,-0.655636,-0.873548,1.55246,0.000679828,-15.6248,-4.59714,0.0855547,0.359584,0.563305,1.33961,8.24484,0.561613,0.668065
839,786.437,2,0.326425,0.784883,0.916175,0.992737,-0.655621,-0.873552,1.55237,0.000679805,-15.6271,-4.59715,0.0855569,0.359566,0.563261,1.33979,8.24502,0.56167,0.668
840,792.146,2,0.326404,0.784836,0.91616,0.992735,-0.655572,-0.873519,1.5523,0.000679807,-15.6293,-4.59715,0.0855618,0.359552,0.56325,1.33997,8.24553,0.561725,0.667911
841,777.82,2,0.326364,0.784792,0.916193,0.992729,-0.655576,-0.87346,1.55224,0.00067981,-15.6308,-4.59715,0.0855631,0.359538,0.563248,1.34013,8.24563,0.561772,0.667818
842,795.621,2,0.326347,0.784745,0.916221,0.992724,-0.655599,-0.873421,1.55216,0.000679771,-15.6316,-4.59716,0.0855725,0.359521,0.563216,1.34027,8.24644,0.561817,0.667739
843,782.564,2,0.326326,0.784675,0.916265,0.99272,-0.655641,-0.873396,1.55207,0.000679659,-15.6321,-4.59722,0.0855754,0.359508,0.563193,1.34048,8.24598,0.561881,0.667663
844,788.911,2,0.326301,0.784588,0.916298,0.992719,-0.655543,-0.873287,1.55197,0.000679635,-15.6336,-4.59721,0.0855722,0.359482,0.563233,1.34067,8.24612,0.561985,0.667632
845,786.351,2,0.326285,0.784494,0.916392,0.992716,-0.655563,-0.873202,1.55193,0.000679579,-15.6349,-4.59721,0.0855685,0.359453,0.563249,1.34088,8.24632,0.5621,0.667631
