rep,id,eta_initT,eta_aS,eta_dS,eta_tau,eta_lBt0,eta_lp,eta_dI,eta_lk,eta_lae,eta_f,eta_dp,eta_lw,eta_dE,eta_lE50,data
3,18,7.437741,0.028675,0.078518,0.000000,0.003711,0.000000,0.000000,0.102716,-0.143951,0.000000,0.000000,1.080159,-1.198944,0.000000,africa
4,18,5.481022,-0.017422,0.075811,0.000000,-0.010016,0.000000,0.000000,0.208430,0.485617,0.000000,0.000000,0.842838,-1.238088,0.000000,africa
5,18,6.789797,-0.035377,0.031540,0.000000,0.001103,0.000000,0.000000,-0.061164,0.205825,0.000000,0.000000,0.915366,-1.312340,0.000000,africa
6,18,7.414943,-0.000618,0.071756,0.000000,0.003397,0.000000,0.000000,0.422873,0.139381,0.000000,0.000000,0.350738,-1.700061,0.000000,africa
7,18,7.960509,-0.023899,0.052175,0.000000,0.002419,0.000000,0.000000,0.387268,-0.256968,0.000000,0.000000,0.633993,-1.040956,0.000000,africa
8,18,6.667154,-0.021151,0.079599,0.000000,-0.009176,0.000000,0.000000,0.814320,0.067965,0.000000,0.000000,0.184498,-1.729342,0.000000,africa
9,18,6.854412,-0.012664,0.035003,0.000000,-0.020847,0.000000,0.000000,0.835109,0.017100,0.000000,0.000000,-0.026828,-1.661907,0.000000,africa
10,18,7.641689,-0.042494,0.009203,0.000000,0.004060,0.000000,0.000000,0.889695,0.192632,0.000000,0.000000,-0.175596,-1.741259,0.000000,africa
1,19,-1.518435,-0.003551,-0.033558,0.000000,0.003777,0.000000,0.000000,-0.046131,0.092981,0.000000,0.000000,0.169020,0.218647,0.000000,africa
2,19,-2.102080,-0.011980,-0.013847,0.000000,0.016788,0.000000,0.000000,-0.246054,-0.448689,0.000000,0.000000,0.058623,1.357487,0.000000,africa
3,19,-3.119632,0.024173,-0.035279,0.000000,-0.006427,0.000000,0.000000,0.416459,-0.088373,0.000000,0.000000,-0.752275,0.209454,0.000000,africa
4,19,-4.948862,-0.021373,-0.042516,0.000000,0.008325,0.000000,0.000000,-0.376954,-0.747306,0.000000,0.000000,0.006395,0.717958,0.000000,africa
5,19,-7.415309,-0.012982,0.044012,0.000000,0.011112,0.000000,0.000000,-0.314695,0.024665,0.000000,0.000000,-0.363500,1.305088,0.000000,africa
6,19,-6.300645,-0.006016,0.013840,0.000000,0.010127,0.000000,0.000000,0.527365,0.083347,0.000000,0.000000,-1.242825,0.595167,0.000000,africa
7,19,-5.660366,-0.003577,0.044109,0.000000,-0.003679,0.000000,0.000000,0.147566,-0.083323,0.000000,0.000000,-0.734234,1.092255,0.000000,africa
8,19,-3.195236,-0.005230,-0.034006,0.000000,0.000731,0.000000,0.000000,-1.127015,-0.105686,0.000000,0.000000,0.483204,1.225619,0.000000,africa
9,19,-1.938267,0.030431,-0.036587,0.000000,-0.003311,0.000000,0.000000,-0.234927,0.118312,0.000000,0.000000,-0.521832,1.120360,0.000000,africa
10,19,-2.993329,-0.003663,-0.053788,0.000000,-0.006696,0.000000,0.000000,0.623524,-0.371151,0.000000,0.000000,-1.092125,1.186671,0.000000,africa
1,20,2.647175,0.047428,-0.031226,0.000000,-0.008084,0.000000,0.000000,0.012352,-0.137238,0.000000,0.000000,-1.012865,-0.227391,0.000000,africa
2,20,-0.328357,-0.001906,0.025636,0.000000,0.007315,0.000000,0.000000,-0.366091,-0.077988,0.000000,0.000000,-0.929697,-0.777790,0.000000,africa
3,20,1.236860,-0.016291,-0.025123,0.000000,0.009792,0.000000,0.000000,-0.135069,-0.279493,0.000000,0.000000,-0.063940,1.421127,0.000000,africa
4,20,1.830723,0.008902,-0.064385,0.000000,-0.014212,0.000000,0.000000,-0.084089,-0.111196,0.000000,0.000000,-0.204432,1.752718,0.000000,africa
5,20,1.089018,-0.005763,-0.041575,0.000000,-0.003434,0.000000,0.000000,0.295740,0.326266,0.000000,0.000000,-0.578528,-0.967717,0.000000,africa
6,20,2.680451,0.002159,-0.047751,0.000000,0.009213,0.000000,0.000000,-0.147365,-0.192174,0.000000,0.000000,-0.342428,1.153668,0.000000,africa
7,20,-0.121846,0.006413,0.022792,0.000000,0.010659,0.000000,0.000000,-0.561961,-0.323615,0.000000,0.000000,-1.191269,-1.762508,0.000000,africa
8,20,2.523734,0.030604,-0.010375,0.000000,0.014297,0.000000,0.000000,0.029783,0.175161,0.000000,0.000000,-0.056444,1.100073,0.000000,africa
9,20,-1.349801,-0.034690,-0.002099,0.000000,-0.001033,0.000000,0.000000,-0.252743,0.185053,0.000000,0.000000,-0.870242,-1.007395,0.000000,africa
10,20,4.167929,-0.004292,-0.080802,0.000000,0.012110,0.000000,0.000000,-0.452054,-0.176297,0.000000,0.000000,0.184535,0.985527,0.000000,africa
1,21,-0.442728,0.007321,-0.085127,0.000000,0.002959,0.000000,0.000000,-0.283592,-0.437155,0.000000,0.000000,0.054036,4.051051,0.000000,africa
2,21,-1.988373,-0.021414,-0.013970,0.000000,0.013784,0.000000,0.000000,0.051644,-0.420926,0.000000,0.000000,0.024956,1.524295,0.000000,africa
3,21,-1.663846,0.014356,-0.002037,0.000000,-0.001554,0.000000,0.000000,0.490442,0.140795,0.000000,0.000000,-0.768546,1.878712,0.000000,africa
4,21,-0.561485,-0.012824,-0.064342,0.000000,0.009369,0.000000,0.000000,0.971242,0.703985,0.000000,0.000000,-1.307164,1.984291,0.000000,africa
5,21,-1.317206,0.026900,-0.044770,0.000000,-0.010262,0.000000,0.000000,0.119054,-0.030424,0.000000,0.000000,-0.339311,2.385214,0.000000,africa
6,21,-3.201660,-0.003671,0.031375,0.000000,0.013025,0.000000,0.000000,0.203507,0.312902,0.000000,0.000000,-0.473554,1.615185,0.000000,africa
7,21,-1.428902,-0.003987,-0.013210,0.000000,0.002122,0.000000,0.000000,0.718589,-0.029479,0.000000,0.000000,-1.399433,1.090820,0.000000,africa
8,21,1.240255,0.035568,-0.108657,0.000000,-0.010463,0.000000,0.000000,0.528424,0.618454,0.000000,0.000000,-1.107769,1.596913,0.000000,africa
9,21,-1.851058,-0.024666,0.000483,0.000000,0.010150,0.000000,0.000000,-0.132952,0.516008,0.000000,0.000000,0.159427,1.443480,0.000000,africa
10,21,-2.710556,-0.000002,0.013637,0.000000,0.014127,0.000000,0.000000,-0.102274,-0.388764,0.000000,0.000000,-0.201010,2.226112,0.000000,africa
1,22,-2.346143,0.042926,0.006145,0.000000,0.007806,0.000000,0.000000,0.181208,-0.102073,0.000000,0.000000,0.321278,-0.601026,0.000000,africa
2,22,-7.115553,-0.016392,-0.091187,0.000000,0.006615,0.000000,0.000000,0.032238,0.205145,0.000000,0.000000,0.035678,-0.790896,0.000000,africa
3,22,-4.213400,0.044557,-0.009663,0.000000,0.000330,0.000000,0.000000,0.669460,-0.898685,0.000000,0.000000,-0.322876,-0.581107,0.000000,africa
4,22,-3.474574,0.003552,-0.030596,0.000000,-0.006553,0.000000,0.000000,0.557633,-0.307350,0.000000,0.000000,-0.257965,-0.805569,0.000000,africa
5,22,-5.526339,0.008892,0.030327,0.000000,-0.004800,0.000000,0.000000,0.309513,-0.003311,0.000000,0.000000,0.175483,-0.545780,0.000000,africa
6,22,-5.772011,-0.002224,0.045059,0.000000,0.023521,0.000000,0.000000,0.530589,0.642555,0.000000,0.000000,-0.139310,-0.829176,0.000000,africa
7,22,-6.078482,0.034541,-0.013723,0.000000,-0.014999,0.000000,0.000000,0.966353,-0.040936,0.000000,0.000000,-0.307970,-0.595680,0.000000,africa
8,22,-2.759799,-0.006218,-0.059181,0.000000,0.000727,0.000000,0.000000,0.064106,-0.070088,0.000000,0.000000,0.029559,-0.745844,0.000000,africa
9,22,-4.362687,0.011750,-0.090839,0.000000,-0.006018,0.000000,0.000000,0.668600,0.529479,0.000000,0.000000,-0.078483,-0.823480,0.000000,africa
10,22,-6.205868,0.012627,-0.043809,0.000000,-0.010201,0.000000,0.000000,0.199710,-0.000272,0.000000,0.000000,0.291870,-0.730091,0.000000,africa
1,23,-5.739605,-0.023816,0.018504,0.000000,0.005882,0.000000,0.000000,-0.204961,-0.270239,0.000000,0.000000,-0.900036,1.153699,0.000000,africa
2,23,-2.374214,0.007833,0.011098,0.000000,0.010343,0.000000,0.000000,-0.555988,-0.308011,0.000000,0.000000,-0.864598,0.997129,0.000000,africa
3,23,0.975158,0.001020,-0.074032,0.000000,0.008530,0.000000,0.000000,-0.450442,-0.128407,0.000000,0.000000,-0.687914,0.315130,0.000000,africa
4,23,-1.913865,-0.013158,-0.045006,0.000000,-0.006504,0.000000,0.000000,-0.687910,-0.619944,0.000000,0.000000,-0.564228,2.119857,0.000000,africa
5,23,-0.875208,0.021170,0.034006,0.000000,0.008643,0.000000,0.000000,-0.763961,-0.276126,0.000000,0.000000,-0.633026,0.361886,0.000000,africa
6,23,-3.150065,0.013835,0.005973,0.000000,0.005384,0.000000,0.000000,-0.635580,-0.217638,0.000000,0.000000,-0.588333,0.458237,0.000000,africa
7,23,-1.075293,0.000528,0.011385,0.000000,0.004126,0.000000,0.000000,-0.363103,0.155041,0.000000,0.000000,-1.001155,0.524377,0.000000,africa
8,23,0.527589,-0.017535,-0.033466,0.000000,-0.005540,0.000000,0.000000,-0.505301,-0.504938,0.000000,0.000000,-0.586368,-0.439025,0.000000,africa
9,23,-2.517750,-0.006776,-0.045841,0.000000,-0.009856,0.000000,0.000000,-0.554646,-0.212161,0.000000,0.000000,-0.583965,0.419511,0.000000,africa
10,23,-1.613799,0.033966,0.005162,0.000000,-0.008866,0.000000,0.000000,-0.127290,-0.113864,0.000000,0.000000,-1.360349,1.018597,0.000000,africa
1,24,-0.502036,-0.008138,-0.017398,0.000000,-0.004647,0.000000,0.000000,-1.107861,-0.167032,0.000000,0.000000,0.485547,-0.405296,0.000000,africa
2,24,0.850536,-0.022657,-0.038252,0.000000,0.003155,0.000000,0.000000,-0.541135,-0.269425,0.000000,0.000000,-0.251656,0.307916,0.000000,africa
3,24,-0.374339,0.002063,0.010082,0.000000,0.000388,0.000000,0.000000,-0.403836,-0.096613,0.000000,0.000000,-0.496209,0.164638,0.000000,africa
4,24,-1.167266,-0.014251,-0.036316,0.000000,-0.004651,0.000000,0.000000,-0.224304,0.066532,0.000000,0.000000,-0.532256,1.175782,0.000000,africa
5,24,1.086750,0.007685,0.000207,0.000000,-0.002385,0.000000,0.000000,0.082579,-0.172089,0.000000,0.000000,-0.900301,0.099067,0.000000,africa
6,24,-1.244401,-0.016059,-0.004151,0.000000,0.003517,0.000000,0.000000,-0.218427,-0.015195,0.000000,0.000000,-0.704921,0.347941,0.000000,africa
7,24,0.124956,0.028132,0.023029,0.000000,0.005984,0.000000,0.000000,-0.301180,-0.503721,0.000000,0.000000,-0.452675,0.046635,0.000000,africa
8,24,-0.450385,0.011635,0.014803,0.000000,0.001803,0.000000,0.000000,-0.661139,-0.126954,0.000000,0.000000,-0.016031,1.571499,0.000000,africa
9,24,-1.817067,-0.004294,-0.005537,0.000000,0.011864,0.000000,0.000000,-0.218600,-0.039463,0.000000,0.000000,-0.811813,0.643395,0.000000,africa
10,24,0.060541,0.012420,0.024973,0.000000,0.015092,0.000000,0.000000,-0.340609,0.508943,0.000000,0.000000,-0.560820,0.445577,0.000000,africa
1,25,-0.822655,-0.032434,0.040047,0.000000,-0.011408,0.000000,0.000000,0.493945,0.387564,0.000000,0.000000,0.504075,-1.439851,0.000000,africa
2,25,1.342982,-0.006837,-0.051650,0.000000,-0.004346,0.000000,0.000000,0.510259,-0.094051,0.000000,0.000000,0.244756,-1.349494,0.000000,africa
3,25,0.036921,0.006218,0.010571,0.000000,-0.005081,0.000000,0.000000,0.290983,0.007211,0.000000,0.000000,0.799699,-1.198527,0.000000,africa
4,25,-0.981116,0.034188,0.104872,0.000000,0.008108,0.000000,0.000000,-0.353428,0.357002,0.000000,0.000000,1.186296,-1.432172,0.000000,africa
5,25,-0.723017,-0.002745,0.035659,0.000000,-0.008400,0.000000,0.000000,0.235378,0.385880,0.000000,0.000000,1.096295,-1.042899,0.000000,africa
6,25,1.798768,-0.012894,0.028082,0.000000,0.001043,0.000000,0.000000,0.628400,-0.267412,0.000000,0.000000,1.366889,0.440150,0.000000,africa
7,25,-1.368582,0.015901,0.017577,0.000000,-0.000384,0.000000,0.000000,-0.149333,-0.593944,0.000000,0.000000,1.392465,-0.928566,0.000000,africa
8,25,-1.237469,-0.000866,0.048639,0.000000,-0.004528,0.000000,0.000000,0.611922,0.202672,0.000000,0.000000,0.651220,-1.039357,0.000000,africa
9,25,0.571950,0.018392,0.054739,0.000000,0.000891,0.000000,0.000000,0.441441,-0.307817,0.000000,0.000000,0.622985,-0.987932,0.000000,africa
10,25,0.159733,0.010396,-0.013332,0.000000,-0.008228,0.000000,0.000000,0.499588,0.061479,0.000000,0.000000,0.806632,-0.709323,0.000000,africa
1,26,-0.073150,0.004298,0.023891,0.000000,0.009057,0.000000,0.000000,-0.005092,0.372458,0.000000,0.000000,1.400133,-1.616846,0.000000,africa
2,26,-1.123737,0.021385,0.024161,0.000000,-0.002115,0.000000,0.000000,0.434803,-0.865570,0.000000,0.000000,0.754981,-1.535190,0.000000,africa
3,26,0.380553,0.010501,-0.027256,0.000000,0.002823,0.000000,0.000000,0.347945,-0.078599,0.000000,0.000000,0.838861,-1.677277,0.000000,africa
4,26,-1.640234,-0.025130,-0.023838,0.000000,0.003730,0.000000,0.000000,0.068344,-0.204154,0.000000,0.000000,1.018015,-1.550342,0.000000,africa
5,26,-1.832815,0.016679,-0.009215,0.000000,-0.011923,0.000000,0.000000,-0.230019,0.611753,0.000000,0.000000,1.602439,-1.456842,0.000000,africa
6,26,-4.483418,-0.034051,0.037333,0.000000,0.006833,0.000000,0.000000,0.283369,0.119765,0.000000,0.000000,1.001383,-1.634706,0.000000,africa
7,26,-0.834891,0.029257,0.009011,0.000000,0.006774,0.000000,0.000000,-0.031439,-0.114319,0.000000,0.000000,1.066386,-1.595347,0.000000,africa
8,26,2.072091,0.008857,-0.007914,0.000000,0.011701,0.000000,0.000000,-0.039942,-0.382838,0.000000,0.000000,1.510015,-1.419041,0.000000,africa
9,26,-1.529445,-0.004175,0.004046,0.000000,-0.006218,0.000000,0.000000,-0.183323,0.687035,0.000000,0.000000,1.625154,-1.638664,0.000000,africa
10,26,-5.198693,0.005127,0.016578,0.000000,-0.016158,0.000000,0.000000,-0.230359,-0.286125,0.000000,0.000000,1.485510,-1.564881,0.000000,africa
1,27,-3.754129,-0.050144,0.005414,0.000000,0.005414,0.000000,0.000000,-0.694031,0.027892,0.000000,0.000000,-0.480897,1.907161,0.000000,africa
2,27,-3.280117,-0.003463,0.024572,0.000000,-0.002792,0.000000,0.000000,-0.163834,-0.034949,0.000000,0.000000,-1.140758,0.276479,0.000000,africa
3,27,-3.534557,-0.003000,0.039967,0.000000,0.003704,0.000000,0.000000,-0.171465,0.268984,0.000000,0.000000,-0.924059,0.663974,0.000000,africa
4,27,-1.787982,0.012469,-0.047772,0.000000,-0.008307,0.000000,0.000000,0.160810,0.093808,0.000000,0.000000,-1.320358,-0.193814,0.000000,africa
5,27,-0.055899,-0.015329,-0.053044,0.000000,0.000991,0.000000,0.000000,-0.363309,-0.137428,0.000000,0.000000,-0.489988,1.200500,0.000000,africa
6,27,-3.036783,0.009119,0.027865,0.000000,-0.013375,0.000000,0.000000,-0.265778,0.227370,0.000000,0.000000,-0.783812,-0.749367,0.000000,africa
7,27,-1.471242,0.028154,0.022566,0.000000,-0.001351,0.000000,0.000000,0.197738,0.336925,0.000000,0.000000,-1.383437,0.168373,0.000000,africa
8,27,-1.946462,0.005268,0.038886,0.000000,-0.000898,0.000000,0.000000,-0.267710,0.318940,0.000000,0.000000,-1.062644,0.811379,0.000000,africa
9,27,-1.668623,0.028791,-0.012343,0.000000,0.003239,0.000000,0.000000,-0.741658,-0.364870,0.000000,0.000000,-0.442837,1.198733,0.000000,africa
10,27,-2.153128,0.001133,0.016028,0.000000,0.000840,0.000000,0.000000,-0.528514,-0.107999,0.000000,0.000000,-0.330502,0.002319,0.000000,africa
1,28,1.698498,0.013366,-0.006693,0.000000,0.011001,0.000000,0.000000,-0.999947,0.517498,0.000000,0.000000,-0.229198,-0.156881,0.000000,africa
2,28,1.939058,0.005008,-0.041833,0.000000,0.002812,0.000000,0.000000,-0.229314,0.147270,0.000000,0.000000,-0.709206,-0.014450,0.000000,africa
3,28,1.924728,0.004406,-0.003006,0.000000,0.007677,0.000000,0.000000,-0.992555,-0.575616,0.000000,0.000000,-0.367690,1.321636,0.000000,africa
4,28,0.533781,-0.025238,-0.002603,0.000000,-0.001562,0.000000,0.000000,-0.643007,-0.019819,0.000000,0.000000,-0.521588,0.454453,0.000000,africa
5,28,-1.584944,-0.001905,0.009727,0.000000,-0.013030,0.000000,0.000000,-0.186353,-0.522941,0.000000,0.000000,-0.923365,1.101563,0.000000,africa
6,28,1.553879,-0.001259,0.007947,0.000000,0.012910,0.000000,0.000000,0.387378,0.227684,0.000000,0.000000,-1.968301,-0.281177,0.000000,africa
7,28,0.801370,0.027854,-0.006562,0.000000,0.000663,0.000000,0.000000,0.258612,-0.006081,0.000000,0.000000,-1.645197,0.607299,0.000000,africa
8,28,-1.342402,0.002040,-0.012856,0.000000,-0.002627,0.000000,0.000000,0.416615,0.121127,0.000000,0.000000,-1.818357,0.134283,0.000000,africa
9,28,-0.514760,0.030683,0.024306,0.000000,-0.009587,0.000000,0.000000,0.516556,0.108854,0.000000,0.000000,-1.938360,0.556772,0.000000,africa
10,28,0.714484,0.015158,-0.024148,0.000000,-0.008069,0.000000,0.000000,0.360876,-0.184021,0.000000,0.000000,-1.694197,0.208918,0.000000,africa
1,29,-1.944554,0.028142,-0.058328,0.000000,-0.004522,0.000000,0.000000,0.085589,0.610458,0.000000,0.000000,-0.611847,1.571197,0.000000,africa
2,29,-4.555271,0.000908,0.033085,0.000000,0.005672,0.000000,0.000000,0.158413,0.291594,0.000000,0.000000,-0.467192,1.118890,0.000000,africa
3,29,-7.194919,0.007896,0.007511,0.000000,0.008374,0.000000,0.000000,-0.015089,0.222573,0.000000,0.000000,-0.348519,1.671000,0.000000,africa
4,29,-3.115925,0.022412,0.022584,0.000000,0.014452,0.000000,0.000000,-0.253753,0.016818,0.000000,0.000000,0.099971,2.214613,0.000000,africa
5,29,-3.396102,-0.002784,-0.023280,0.000000,0.006829,0.000000,0.000000,-0.559116,0.344127,0.000000,0.000000,0.206495,1.624000,0.000000,africa
6,29,-5.894344,0.019101,0.016732,0.000000,-0.008824,0.000000,0.000000,0.178958,-0.348068,0.000000,0.000000,-0.299942,0.991294,0.000000,africa
7,29,-3.156181,0.013849,-0.028501,0.000000,0.003401,0.000000,0.000000,-0.316765,0.590011,0.000000,0.000000,0.142080,0.584288,0.000000,africa
8,29,-6.913353,0.018396,-0.014157,0.000000,0.000797,0.000000,0.000000,0.028958,-0.005816,0.000000,0.000000,-0.291908,1.788252,0.000000,africa
9,29,-4.486660,-0.008133,0.003786,0.000000,0.004119,0.000000,0.000000,0.089226,-0.072726,0.000000,0.000000,0.044648,2.334915,0.000000,africa
10,29,-6.055124,0.017670,0.001770,0.000000,0.006157,0.000000,0.000000,-0.786939,-0.559780,0.000000,0.000000,0.454394,1.926161,0.000000,africa
1,30,2.812289,-0.017225,-0.037726,0.000000,0.008415,0.000000,0.000000,0.188909,0.462880,0.000000,0.000000,0.122653,1.113055,0.000000,africa
2,30,1.643244,0.004278,-0.026741,0.000000,0.009895,0.000000,0.000000,-0.469593,-0.111131,0.000000,0.000000,0.713899,0.742746,0.000000,africa
3,30,2.606531,-0.009256,-0.033883,0.000000,0.011586,0.000000,0.000000,0.137304,-0.226230,0.000000,0.000000,-0.326700,2.097906,0.000000,africa
4,30,0.635716,-0.002550,-0.017241,0.000000,0.017624,0.000000,0.000000,-0.396719,-0.049679,0.000000,0.000000,1.104086,1.275753,0.000000,africa
5,30,-0.371183,-0.003079,0.000215,0.000000,-0.002040,0.000000,0.000000,-0.303484,0.116724,0.000000,0.000000,-0.180123,1.229875,0.000000,africa
6,30,-1.525576,-0.035538,0.010199,0.000000,-0.013392,0.000000,0.000000,0.088782,-0.225045,0.000000,0.000000,0.184328,1.089052,0.000000,africa
7,30,1.394586,0.024869,0.047162,0.000000,-0.005963,0.000000,0.000000,0.265430,-0.877681,0.000000,0.000000,-0.076024,1.965169,0.000000,africa
8,30,1.866284,-0.004139,0.067206,0.000000,0.021631,0.000000,0.000000,-0.772311,0.581588,0.000000,0.000000,0.449706,1.504826,0.000000,africa
9,30,-1.146605,-0.011062,0.021774,0.000000,-0.002357,0.000000,0.000000,0.006401,0.099424,0.000000,0.000000,-0.674667,0.067202,0.000000,africa
10,30,0.054191,-0.016190,0.041064,0.000000,0.014236,0.000000,0.000000,0.093048,-0.724640,0.000000,0.000000,-0.201039,1.695251,0.000000,africa
1,31,1.762326,-0.003395,-0.034952,0.000000,0.001544,0.000000,0.000000,0.244805,0.387415,0.000000,0.000000,-0.573054,-1.705582,0.000000,africa
2,31,-0.293820,-0.031516,-0.037166,0.000000,-0.004922,0.000000,0.000000,0.077222,0.265350,0.000000,0.000000,-0.373942,-1.602674,0.000000,africa
3,31,0.117993,-0.013241,-0.032119,0.000000,-0.007479,0.000000,0.000000,-0.081014,0.085465,0.000000,0.000000,-0.239110,-1.339990,0.000000,africa
4,31,2.269047,0.031268,0.019818,0.000000,0.002876,0.000000,0.000000,-0.453062,0.207528,0.000000,0.000000,0.103382,-1.435726,0.000000,africa
5,31,1.259908,0.012597,-0.016082,0.000000,-0.004196,0.000000,0.000000,-0.073037,-0.247159,0.000000,0.000000,-0.419030,-1.251063,0.000000,africa
6,31,-1.583154,-0.014898,0.021172,0.000000,0.008724,0.000000,0.000000,0.042121,0.171439,0.000000,0.000000,-0.360256,-1.604026,0.000000,africa
7,31,-1.393664,-0.021928,0.020591,0.000000,0.006951,0.000000,0.000000,-0.611770,-0.374009,0.000000,0.000000,0.348804,-1.389213,0.000000,africa
8,31,-0.876273,0.012228,0.084814,0.000000,0.008153,0.000000,0.000000,0.319836,0.284864,0.000000,0.000000,-0.437131,-1.841428,0.000000,africa
9,31,-1.714120,-0.017575,0.030010,0.000000,0.004310,0.000000,0.000000,0.502866,0.000397,0.000000,0.000000,-0.642862,-1.762415,0.000000,africa
10,31,0.685391,-0.015637,-0.031153,0.000000,0.002542,0.000000,0.000000,0.082966,-0.105915,0.000000,0.000000,-0.392804,-1.369965,0.000000,africa
1,32,-9.540668,0.028466,-0.035419,0.000000,-0.008836,0.000000,0.000000,-0.547665,-0.342004,0.000000,0.000000,-0.629911,0.033616,0.000000,africa
2,32,-9.514536,0.018471,-0.007724,0.000000,0.006315,0.000000,0.000000,-0.295213,-0.305179,0.000000,0.000000,-0.901137,-0.477499,0.000000,africa
3,32,-7.733198,-0.024169,-0.017578,0.000000,0.007160,0.000000,0.000000,-0.422910,-0.235234,0.000000,0.000000,-0.861438,-0.502152,0.000000,africa
4,32,-11.269531,0.049803,-0.078560,0.000000,-0.013226,0.000000,0.000000,-0.287235,0.739356,0.000000,0.000000,-1.240045,1.302933,0.000000,africa
5,32,-8.132670,0.008051,0.010379,0.000000,0.015347,0.000000,0.000000,-1.177756,-0.137331,0.000000,0.000000,-0.128634,-0.453446,0.000000,africa
6,32,-7.926173,0.035063,-0.021284,0.000000,0.002733,0.000000,0.000000,-1.076760,-0.718144,0.000000,0.000000,-0.042401,-0.085931,0.000000,africa
7,32,-10.720834,-0.014728,0.007284,0.000000,-0.003356,0.000000,0.000000,-0.943220,-0.500402,0.000000,0.000000,0.099812,-0.877378,0.000000,africa
8,32,-5.472261,0.041656,-0.090460,0.000000,-0.011226,0.000000,0.000000,-0.517150,-0.415568,0.000000,0.000000,-0.763890,0.974182,0.000000,africa
9,32,-5.766177,0.015807,-0.061810,0.000000,0.004800,0.000000,0.000000,-0.162603,-0.034642,0.000000,0.000000,-0.812420,-0.485473,0.000000,africa
10,32,-4.364595,0.026849,-0.067364,0.000000,0.002529,0.000000,0.000000,-0.515040,-0.029126,0.000000,0.000000,-0.421737,-0.781541,0.000000,africa
1,33,0.369379,-0.003650,0.039881,0.000000,0.013521,0.000000,0.000000,0.275225,0.047977,0.000000,0.000000,-0.388966,-1.385225,0.000000,africa
2,33,-0.211028,-0.010229,0.036688,0.000000,0.009757,0.000000,0.000000,0.280630,0.070831,0.000000,0.000000,-0.988894,-1.241318,0.000000,africa
3,33,1.934599,0.021547,-0.044577,0.000000,-0.002189,0.000000,0.000000,-0.740269,-0.087412,0.000000,0.000000,0.212061,-0.974068,0.000000,africa
4,33,2.157104,0.012721,0.011444,0.000000,0.020885,0.000000,0.000000,-0.973294,0.342196,0.000000,0.000000,0.301800,-0.683262,0.000000,africa
5,33,3.034004,-0.020291,-0.031566,0.000000,0.022894,0.000000,0.000000,-0.433537,0.195681,0.000000,0.000000,0.844545,-1.211487,0.000000,africa
6,33,0.370275,-0.033934,0.006613,0.000000,-0.004012,0.000000,0.000000,0.729660,0.614444,0.000000,0.000000,-0.968713,-1.829018,0.000000,africa
7,33,0.894181,-0.001050,-0.030820,0.000000,-0.014430,0.000000,0.000000,0.590353,0.649647,0.000000,0.000000,-1.338529,-1.645922,0.000000,africa
8,33,-0.587904,0.019661,0.046032,0.000000,-0.007531,0.000000,0.000000,0.694397,-0.032882,0.000000,0.000000,-0.543627,-1.482436,0.000000,africa
9,33,2.228169,0.008979,-0.058444,0.000000,-0.006600,0.000000,0.000000,0.577156,0.064845,0.000000,0.000000,-0.936467,-1.353219,0.000000,africa
10,33,0.409617,-0.018681,-0.066836,0.000000,-0.011873,0.000000,0.000000,0.964661,0.331876,0.000000,0.000000,-1.900064,-1.435760,0.000000,africa
1,34,0.178942,-0.019325,-0.020050,0.000000,0.006187,0.000000,0.000000,0.335453,0.267744,0.000000,0.000000,1.284739,-1.745979,0.000000,africa
2,34,0.161989,-0.016719,-0.007858,0.000000,-0.010899,0.000000,0.000000,1.168509,-0.310723,0.000000,0.000000,0.594524,-1.676027,0.000000,africa
3,34,2.795967,-0.004171,-0.064718,0.000000,-0.013143,0.000000,0.000000,1.233037,0.135692,0.000000,0.000000,0.769851,-1.786695,0.000000,africa
4,34,1.721177,-0.025615,-0.029997,0.000000,0.000670,0.000000,0.000000,0.999835,-0.711556,0.000000,0.000000,0.854909,-1.598502,0.000000,africa
5,34,-0.265697,0.031354,0.044642,0.000000,-0.003538,0.000000,0.000000,0.530402,0.287285,0.000000,0.000000,1.051163,-1.828229,0.000000,africa
6,34,0.719998,-0.000641,0.012634,0.000000,-0.007755,0.000000,0.000000,0.449486,0.319108,0.000000,0.000000,1.336905,-1.712625,0.000000,africa
7,34,-0.168318,0.015759,0.019401,0.000000,-0.004238,0.000000,0.000000,0.014542,-0.239690,0.000000,0.000000,1.793936,-1.599439,0.000000,africa
8,34,2.075870,0.023204,-0.007740,0.000000,0.003119,0.000000,0.000000,0.093067,0.461077,0.000000,0.000000,1.697625,-1.667335,0.000000,africa
9,34,-1.132787,-0.001771,0.029612,0.000000,-0.008261,0.000000,0.000000,-0.413539,0.185479,0.000000,0.000000,2.297946,-1.592286,0.000000,africa
10,34,-0.175873,-0.012876,0.034059,0.000000,0.002410,0.000000,0.000000,-0.437631,0.803081,0.000000,0.000000,2.062863,-1.701420,0.000000,africa
