rep,id,eta_initT,eta_aS,eta_dS,eta_tau,eta_lBt0,eta_lp,eta_dI,eta_lk,eta_f,eta_dp,eta_lw,eta_dE,eta_lI50,data
2,21,-0.226913,0.000000,-0.022967,0.000000,0.030335,0.000000,0.000000,0.000000,0.000000,0.000000,-0.112288,0.000000,-0.964829,africa
3,21,-2.803269,0.000000,0.021630,0.000000,-0.004891,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005175,0.000000,-0.615703,africa
4,21,-4.874597,0.000000,0.011918,0.000000,-0.031713,0.000000,0.000000,0.000000,0.000000,0.000000,-0.291529,0.000000,-0.229309,africa
5,21,-1.562376,0.000000,0.085809,0.000000,0.040173,0.000000,0.000000,0.000000,0.000000,0.000000,-0.754588,0.000000,-1.533659,africa
6,21,-1.531065,0.000000,0.039236,0.000000,0.041712,0.000000,0.000000,0.000000,0.000000,0.000000,0.304220,0.000000,-0.792644,africa
7,21,-0.519633,0.000000,0.027547,0.000000,0.060053,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344954,0.000000,-0.256945,africa
8,21,0.309542,0.000000,-0.010596,0.000000,0.031701,0.000000,0.000000,0.000000,0.000000,0.000000,-0.754488,0.000000,-0.230295,africa
9,21,0.550068,0.000000,-0.009529,0.000000,0.051713,0.000000,0.000000,0.000000,0.000000,0.000000,-1.245544,0.000000,0.474484,africa
10,21,-1.769122,0.000000,-0.042340,0.000000,0.012629,0.000000,0.000000,0.000000,0.000000,0.000000,-0.394995,0.000000,-0.305350,africa
1,22,-2.579219,0.000000,-0.005210,0.000000,0.061870,0.000000,0.000000,0.000000,0.000000,0.000000,-0.115239,0.000000,0.311472,africa
2,22,-3.950384,0.000000,-0.002268,0.000000,0.033909,0.000000,0.000000,0.000000,0.000000,0.000000,-0.242052,0.000000,0.632644,africa
3,22,-4.620027,0.000000,-0.059497,0.000000,0.019278,0.000000,0.000000,0.000000,0.000000,0.000000,-0.342158,0.000000,0.599260,africa
4,22,-5.848319,0.000000,-0.074322,0.000000,-0.002250,0.000000,0.000000,0.000000,0.000000,0.000000,-0.215071,0.000000,0.452411,africa
5,22,-5.656741,0.000000,0.009448,0.000000,0.008779,0.000000,0.000000,0.000000,0.000000,0.000000,-0.128963,0.000000,0.360579,africa
6,22,-8.267493,0.000000,-0.000675,0.000000,-0.026978,0.000000,0.000000,0.000000,0.000000,0.000000,-0.089424,0.000000,0.196415,africa
7,22,-1.206351,0.000000,-0.071367,0.000000,0.035928,0.000000,0.000000,0.000000,0.000000,0.000000,-0.154713,0.000000,0.442340,africa
8,22,-4.131450,0.000000,-0.055722,0.000000,0.048731,0.000000,0.000000,0.000000,0.000000,0.000000,-0.109595,0.000000,0.319356,africa
9,22,-4.682361,0.000000,-0.005980,0.000000,-0.007120,0.000000,0.000000,0.000000,0.000000,0.000000,-0.233249,0.000000,0.527215,africa
10,22,-5.926391,0.000000,0.006531,0.000000,0.015271,0.000000,0.000000,0.000000,0.000000,0.000000,-0.293682,0.000000,0.436753,africa
1,23,-2.570525,0.000000,0.052247,0.000000,0.002427,0.000000,0.000000,0.000000,0.000000,0.000000,0.907140,0.000000,-1.162444,africa
2,23,-4.251431,0.000000,0.085505,0.000000,0.027925,0.000000,0.000000,0.000000,0.000000,0.000000,0.748275,0.000000,-1.000262,africa
3,23,-2.452548,0.000000,0.006999,0.000000,0.008664,0.000000,0.000000,0.000000,0.000000,0.000000,0.597997,0.000000,-0.768797,africa
4,23,-1.135050,0.000000,-0.061730,0.000000,-0.012546,0.000000,0.000000,0.000000,0.000000,0.000000,0.549372,0.000000,-0.795851,africa
5,23,-0.960589,0.000000,-0.068340,0.000000,-0.027697,0.000000,0.000000,0.000000,0.000000,0.000000,0.536496,0.000000,-0.743395,africa
6,23,-1.741618,0.000000,-0.015293,0.000000,-0.010225,0.000000,0.000000,0.000000,0.000000,0.000000,0.579510,0.000000,-0.830581,africa
7,23,-0.559636,0.000000,-0.016877,0.000000,0.002841,0.000000,0.000000,0.000000,0.000000,0.000000,0.552746,0.000000,-0.782454,africa
8,23,-0.157794,0.000000,-0.032100,0.000000,0.005134,0.000000,0.000000,0.000000,0.000000,0.000000,0.332649,0.000000,-0.518311,africa
9,23,-1.109864,0.000000,-0.109973,0.000000,-0.010301,0.000000,0.000000,0.000000,0.000000,0.000000,0.795859,0.000000,-1.000650,africa
10,23,-0.320940,0.000000,-0.103309,0.000000,-0.005788,0.000000,0.000000,0.000000,0.000000,0.000000,0.739940,0.000000,-0.966357,africa
1,24,-0.713709,0.000000,-0.052706,0.000000,-0.022052,0.000000,0.000000,0.000000,0.000000,0.000000,-0.116765,0.000000,-0.067864,africa
2,24,0.755625,0.000000,-0.003037,0.000000,0.012694,0.000000,0.000000,0.000000,0.000000,0.000000,-0.162889,0.000000,-0.050171,africa
3,24,-0.207618,0.000000,-0.034176,0.000000,-0.011139,0.000000,0.000000,0.000000,0.000000,0.000000,-0.129850,0.000000,-0.123473,africa
4,24,-0.792736,0.000000,-0.025720,0.000000,-0.009939,0.000000,0.000000,0.000000,0.000000,0.000000,-0.038823,0.000000,-0.133245,africa
5,24,0.374685,0.000000,-0.061475,0.000000,-0.003765,0.000000,0.000000,0.000000,0.000000,0.000000,-0.560476,0.000000,0.490682,africa
6,24,2.540739,0.000000,0.007567,0.000000,0.024402,0.000000,0.000000,0.000000,0.000000,0.000000,-0.447936,0.000000,0.292373,africa
7,24,1.535865,0.000000,-0.048320,0.000000,0.006776,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300817,0.000000,0.125478,africa
8,24,0.336782,0.000000,-0.019995,0.000000,0.009539,0.000000,0.000000,0.000000,0.000000,0.000000,-0.450271,0.000000,0.254852,africa
9,24,-2.025762,0.000000,0.024209,0.000000,-0.004144,0.000000,0.000000,0.000000,0.000000,0.000000,-0.258952,0.000000,0.167730,africa
10,24,0.062747,0.000000,-0.026664,0.000000,-0.022617,0.000000,0.000000,0.000000,0.000000,0.000000,-0.717914,0.000000,0.621251,africa
1,25,-1.656013,0.000000,0.043344,0.000000,-0.012618,0.000000,0.000000,0.000000,0.000000,0.000000,0.662329,0.000000,-0.472965,africa
2,25,-1.790654,0.000000,0.088859,0.000000,0.016057,0.000000,0.000000,0.000000,0.000000,0.000000,0.592174,0.000000,-0.400774,africa
3,25,0.641199,0.000000,0.030308,0.000000,0.011802,0.000000,0.000000,0.000000,0.000000,0.000000,0.631984,0.000000,-0.376827,africa
4,25,-2.144971,0.000000,-0.003165,0.000000,-0.034265,0.000000,0.000000,0.000000,0.000000,0.000000,0.567650,0.000000,-0.369724,africa
5,25,-0.596103,0.000000,-0.076645,0.000000,-0.028824,0.000000,0.000000,0.000000,0.000000,0.000000,0.573658,0.000000,-0.271425,africa
6,25,1.867599,0.000000,-0.068216,0.000000,-0.016001,0.000000,0.000000,0.000000,0.000000,0.000000,0.578094,0.000000,-0.313940,africa
7,25,-0.121099,0.000000,0.023365,0.000000,-0.009652,0.000000,0.000000,0.000000,0.000000,0.000000,0.597170,0.000000,-0.339643,africa
8,25,1.128240,0.000000,-0.035617,0.000000,-0.001134,0.000000,0.000000,0.000000,0.000000,0.000000,0.375117,0.000000,0.033799,africa
9,25,-0.727540,0.000000,0.012936,0.000000,-0.017689,0.000000,0.000000,0.000000,0.000000,0.000000,0.309598,0.000000,0.114599,africa
10,25,0.198942,0.000000,0.099777,0.000000,0.012283,0.000000,0.000000,0.000000,0.000000,0.000000,0.422469,0.000000,-0.104584,africa
1,26,-1.674153,0.000000,-0.129326,0.000000,-0.013477,0.000000,0.000000,0.000000,0.000000,0.000000,1.518186,0.000000,-1.369171,africa
2,26,-1.552470,0.000000,0.026870,0.000000,0.006799,0.000000,0.000000,0.000000,0.000000,0.000000,1.603829,0.000000,-1.439081,africa
3,26,-1.939481,0.000000,0.023548,0.000000,0.003262,0.000000,0.000000,0.000000,0.000000,0.000000,1.630779,0.000000,-1.502482,africa
4,26,-1.378989,0.000000,-0.008130,0.000000,0.022080,0.000000,0.000000,0.000000,0.000000,0.000000,1.814424,0.000000,-1.684737,africa
5,26,-0.505080,0.000000,-0.044026,0.000000,-0.004359,0.000000,0.000000,0.000000,0.000000,0.000000,1.825998,0.000000,-1.684737,africa
6,26,-1.628219,0.000000,-0.094186,0.000000,-0.020614,0.000000,0.000000,0.000000,0.000000,0.000000,1.871161,0.000000,-1.746271,africa
7,26,-1.667000,0.000000,-0.070301,0.000000,-0.016550,0.000000,0.000000,0.000000,0.000000,0.000000,1.851873,0.000000,-1.731745,africa
8,26,-1.590767,0.000000,-0.075806,0.000000,-0.027823,0.000000,0.000000,0.000000,0.000000,0.000000,1.845318,0.000000,-1.736786,africa
9,26,-3.211821,0.000000,-0.024237,0.000000,-0.022093,0.000000,0.000000,0.000000,0.000000,0.000000,1.840353,0.000000,-1.736786,africa
10,26,-1.870423,0.000000,0.044977,0.000000,0.021182,0.000000,0.000000,0.000000,0.000000,0.000000,1.874880,0.000000,-1.774853,africa
1,27,-3.414374,0.000000,0.026786,0.000000,-0.014416,0.000000,0.000000,0.000000,0.000000,0.000000,-0.025183,0.000000,-0.181895,africa
2,27,-2.756296,0.000000,0.060013,0.000000,0.005904,0.000000,0.000000,0.000000,0.000000,0.000000,0.203211,0.000000,-0.344237,africa
3,27,-2.711721,0.000000,-0.007735,0.000000,-0.025778,0.000000,0.000000,0.000000,0.000000,0.000000,0.007086,0.000000,-0.286346,africa
4,27,-2.138808,0.000000,0.068662,0.000000,0.005900,0.000000,0.000000,0.000000,0.000000,0.000000,0.033518,0.000000,-0.120170,africa
5,27,-2.534408,0.000000,0.064216,0.000000,0.018956,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020323,0.000000,-0.141344,africa
6,27,-0.137067,0.000000,0.009924,0.000000,0.022089,0.000000,0.000000,0.000000,0.000000,0.000000,0.275371,0.000000,-0.392234,africa
7,27,-1.010419,0.000000,-0.032415,0.000000,0.007435,0.000000,0.000000,0.000000,0.000000,0.000000,0.275689,0.000000,-0.515982,africa
8,27,-3.011828,0.000000,0.090994,0.000000,0.017717,0.000000,0.000000,0.000000,0.000000,0.000000,0.333184,0.000000,-0.618281,africa
9,27,-1.552319,0.000000,0.012509,0.000000,0.006441,0.000000,0.000000,0.000000,0.000000,0.000000,0.421110,0.000000,-0.678965,africa
10,27,-4.053192,0.000000,0.007612,0.000000,-0.005755,0.000000,0.000000,0.000000,0.000000,0.000000,0.283282,0.000000,-0.470531,africa
1,28,0.814835,0.000000,-0.037152,0.000000,-0.001768,0.000000,0.000000,0.000000,0.000000,0.000000,0.241916,0.000000,-0.453857,africa
2,28,0.227695,0.000000,0.024196,0.000000,-0.008041,0.000000,0.000000,0.000000,0.000000,0.000000,0.088833,0.000000,-0.166568,africa
3,28,1.551841,0.000000,-0.038968,0.000000,0.000815,0.000000,0.000000,0.000000,0.000000,0.000000,0.235595,0.000000,-0.335850,africa
4,28,0.107597,0.000000,0.006635,0.000000,-0.008521,0.000000,0.000000,0.000000,0.000000,0.000000,0.390618,0.000000,-0.622201,africa
5,28,2.167155,0.000000,-0.051493,0.000000,0.003184,0.000000,0.000000,0.000000,0.000000,0.000000,0.301276,0.000000,-0.442616,africa
6,28,0.720379,0.000000,-0.016259,0.000000,0.002529,0.000000,0.000000,0.000000,0.000000,0.000000,0.167231,0.000000,-0.344768,africa
7,28,-0.124356,0.000000,-0.002743,0.000000,-0.011184,0.000000,0.000000,0.000000,0.000000,0.000000,0.471659,0.000000,-0.740091,africa
8,28,2.852616,0.000000,-0.042174,0.000000,0.019895,0.000000,0.000000,0.000000,0.000000,0.000000,0.287964,0.000000,-0.563299,africa
9,28,0.946366,0.000000,-0.046476,0.000000,-0.016587,0.000000,0.000000,0.000000,0.000000,0.000000,-0.257499,0.000000,0.157635,africa
10,28,0.622244,0.000000,-0.047644,0.000000,-0.025690,0.000000,0.000000,0.000000,0.000000,0.000000,-0.125559,0.000000,-0.000623,africa
1,29,-3.452074,0.000000,-0.000065,0.000000,0.041960,0.000000,0.000000,0.000000,0.000000,0.000000,-0.702700,0.000000,0.398135,africa
2,29,-3.115363,0.000000,-0.048011,0.000000,0.001643,0.000000,0.000000,0.000000,0.000000,0.000000,-0.528495,0.000000,0.254178,africa
3,29,-6.662557,0.000000,-0.021791,0.000000,-0.019748,0.000000,0.000000,0.000000,0.000000,0.000000,-0.599177,0.000000,0.148563,africa
4,29,-6.615733,0.000000,-0.000185,0.000000,0.000525,0.000000,0.000000,0.000000,0.000000,0.000000,-0.523269,0.000000,0.190701,africa
5,29,-5.848803,0.000000,0.018813,0.000000,-0.012232,0.000000,0.000000,0.000000,0.000000,0.000000,-0.397727,0.000000,-0.002741,africa
6,29,-2.019666,0.000000,-0.069370,0.000000,0.015885,0.000000,0.000000,0.000000,0.000000,0.000000,-0.575048,0.000000,0.305660,africa
7,29,-3.714646,0.000000,-0.055374,0.000000,-0.005372,0.000000,0.000000,0.000000,0.000000,0.000000,-0.509248,0.000000,0.222392,africa
8,29,-5.132789,0.000000,0.014343,0.000000,0.002625,0.000000,0.000000,0.000000,0.000000,0.000000,-0.458038,0.000000,0.156249,africa
9,29,-5.038679,0.000000,-0.026472,0.000000,0.005496,0.000000,0.000000,0.000000,0.000000,0.000000,-0.313927,0.000000,-0.096222,africa
10,29,-1.030194,0.000000,-0.082303,0.000000,0.014494,0.000000,0.000000,0.000000,0.000000,0.000000,-0.294093,0.000000,0.001838,africa
1,30,0.371135,0.000000,0.065761,0.000000,0.008033,0.000000,0.000000,0.000000,0.000000,0.000000,-0.789602,0.000000,0.891937,africa
2,30,0.231738,0.000000,0.020369,0.000000,-0.008899,0.000000,0.000000,0.000000,0.000000,0.000000,-1.058870,0.000000,1.412225,africa
3,30,-1.182440,0.000000,0.092043,0.000000,-0.013906,0.000000,0.000000,0.000000,0.000000,0.000000,-0.866099,0.000000,1.102341,africa
4,30,0.034370,0.000000,0.005656,0.000000,-0.010060,0.000000,0.000000,0.000000,0.000000,0.000000,-1.003101,0.000000,0.931668,africa
5,30,0.523183,0.000000,0.092230,0.000000,0.029527,0.000000,0.000000,0.000000,0.000000,0.000000,-0.502368,0.000000,0.458832,africa
6,30,-0.028250,0.000000,-0.008690,0.000000,-0.026019,0.000000,0.000000,0.000000,0.000000,0.000000,-0.432594,0.000000,0.273734,africa
7,30,-1.447266,0.000000,0.023727,0.000000,-0.040750,0.000000,0.000000,0.000000,0.000000,0.000000,-0.140301,0.000000,-0.141514,africa
8,30,-0.909573,0.000000,0.000623,0.000000,-0.029601,0.000000,0.000000,0.000000,0.000000,0.000000,-0.147619,0.000000,-0.181833,africa
9,30,1.970479,0.000000,0.024560,0.000000,0.030809,0.000000,0.000000,0.000000,0.000000,0.000000,-0.125169,0.000000,-0.121080,africa
10,30,1.403018,0.000000,0.001125,0.000000,-0.002620,0.000000,0.000000,0.000000,0.000000,0.000000,-0.127028,0.000000,-0.100853,africa
1,31,0.375215,0.000000,-0.055146,0.000000,-0.005868,0.000000,0.000000,0.000000,0.000000,0.000000,0.992346,0.000000,-1.072127,africa
2,31,-1.363802,0.000000,0.083175,0.000000,0.019387,0.000000,0.000000,0.000000,0.000000,0.000000,0.818834,0.000000,-0.829408,africa
3,31,-2.245993,0.000000,0.086920,0.000000,0.004464,0.000000,0.000000,0.000000,0.000000,0.000000,0.798541,0.000000,-0.787942,africa
4,31,-1.586097,0.000000,0.045207,0.000000,-0.006820,0.000000,0.000000,0.000000,0.000000,0.000000,0.711410,0.000000,-0.708724,africa
5,31,-1.556158,0.000000,0.021680,0.000000,-0.028406,0.000000,0.000000,0.000000,0.000000,0.000000,0.872183,0.000000,-0.896608,africa
6,31,-3.816582,0.000000,0.037942,0.000000,-0.037691,0.000000,0.000000,0.000000,0.000000,0.000000,0.833080,0.000000,-0.846755,africa
7,31,-0.170319,0.000000,0.008102,0.000000,-0.019942,0.000000,0.000000,0.000000,0.000000,0.000000,0.892234,0.000000,-0.895881,africa
8,31,-2.847466,0.000000,0.044136,0.000000,-0.023936,0.000000,0.000000,0.000000,0.000000,0.000000,0.716431,0.000000,-0.725762,africa
9,31,-0.162142,0.000000,-0.009467,0.000000,-0.019265,0.000000,0.000000,0.000000,0.000000,0.000000,0.908312,0.000000,-0.889003,africa
10,31,1.086114,0.000000,-0.036767,0.000000,0.010279,0.000000,0.000000,0.000000,0.000000,0.000000,0.872061,0.000000,-0.900364,africa
1,32,-2.206542,0.000000,-0.014609,0.000000,0.009535,0.000000,0.000000,0.000000,0.000000,0.000000,0.390442,0.000000,0.171451,africa
2,32,-4.004697,0.000000,-0.091725,0.000000,0.040382,0.000000,0.000000,0.000000,0.000000,0.000000,0.360608,0.000000,0.092971,africa
3,32,-4.206297,0.000000,0.008069,0.000000,0.002694,0.000000,0.000000,0.000000,0.000000,0.000000,0.328547,0.000000,0.269848,africa
4,32,-2.262226,0.000000,-0.060093,0.000000,0.017255,0.000000,0.000000,0.000000,0.000000,0.000000,0.330706,0.000000,0.157420,africa
5,32,-2.696549,0.000000,-0.030419,0.000000,0.031511,0.000000,0.000000,0.000000,0.000000,0.000000,0.494885,0.000000,-0.072404,africa
6,32,-4.879169,0.000000,-0.055695,0.000000,-0.008679,0.000000,0.000000,0.000000,0.000000,0.000000,0.636105,0.000000,-0.431060,africa
7,32,-8.762238,0.000000,0.081404,0.000000,0.044228,0.000000,0.000000,0.000000,0.000000,0.000000,0.541260,0.000000,-0.468228,africa
8,32,-5.217654,0.000000,-0.011615,0.000000,0.033800,0.000000,0.000000,0.000000,0.000000,0.000000,0.268504,0.000000,0.270666,africa
9,32,-4.560794,0.000000,-0.013950,0.000000,-0.010283,0.000000,0.000000,0.000000,0.000000,0.000000,0.492476,0.000000,-0.185089,africa
10,32,-4.129162,0.000000,-0.012305,0.000000,0.046776,0.000000,0.000000,0.000000,0.000000,0.000000,0.549872,0.000000,-0.147582,africa
1,33,1.332881,0.000000,-0.006971,0.000000,0.018530,0.000000,0.000000,0.000000,0.000000,0.000000,0.335956,0.000000,-0.278725,africa
2,33,0.183568,0.000000,0.080594,0.000000,0.015507,0.000000,0.000000,0.000000,0.000000,0.000000,0.247453,0.000000,-0.137205,africa
3,33,0.195873,0.000000,0.051002,0.000000,-0.011060,0.000000,0.000000,0.000000,0.000000,0.000000,0.370947,0.000000,-0.294450,africa
4,33,-0.134384,0.000000,0.038332,0.000000,0.006340,0.000000,0.000000,0.000000,0.000000,0.000000,0.513889,0.000000,-0.415312,africa
5,33,-1.415202,0.000000,0.068589,0.000000,0.003591,0.000000,0.000000,0.000000,0.000000,0.000000,0.472889,0.000000,-0.417863,africa
6,33,0.294765,0.000000,0.003510,0.000000,-0.045883,0.000000,0.000000,0.000000,0.000000,0.000000,0.432804,0.000000,-0.336617,africa
7,33,1.398744,0.000000,-0.064314,0.000000,-0.012846,0.000000,0.000000,0.000000,0.000000,0.000000,0.222253,0.000000,-0.110897,africa
8,33,0.546732,0.000000,0.006823,0.000000,0.009960,0.000000,0.000000,0.000000,0.000000,0.000000,0.289564,0.000000,-0.170400,africa
9,33,1.941452,0.000000,0.030330,0.000000,0.015257,0.000000,0.000000,0.000000,0.000000,0.000000,0.252141,0.000000,-0.018102,africa
10,33,1.074030,0.000000,0.009095,0.000000,0.038707,0.000000,0.000000,0.000000,0.000000,0.000000,0.406079,0.000000,-0.407947,africa
1,34,0.491238,0.000000,0.094608,0.000000,0.034954,0.000000,0.000000,0.000000,0.000000,0.000000,1.526141,0.000000,-1.308116,africa
2,34,2.004920,0.000000,0.000591,0.000000,0.000615,0.000000,0.000000,0.000000,0.000000,0.000000,1.579354,0.000000,-1.270593,africa
3,34,2.717723,0.000000,-0.002669,0.000000,0.058646,0.000000,0.000000,0.000000,0.000000,0.000000,1.564408,0.000000,-1.323529,africa
4,34,2.213399,0.000000,-0.062181,0.000000,-0.004229,0.000000,0.000000,0.000000,0.000000,0.000000,1.791036,0.000000,-1.559385,africa
5,34,1.571507,0.000000,0.006366,0.000000,0.013326,0.000000,0.000000,0.000000,0.000000,0.000000,1.726916,0.000000,-1.487146,africa
6,34,2.451829,0.000000,-0.073878,0.000000,0.002678,0.000000,0.000000,0.000000,0.000000,0.000000,1.750118,0.000000,-1.540171,africa
7,34,2.631051,0.000000,-0.018064,0.000000,0.001727,0.000000,0.000000,0.000000,0.000000,0.000000,1.750118,0.000000,-1.489606,africa
8,34,1.532520,0.000000,-0.003235,0.000000,0.006518,0.000000,0.000000,0.000000,0.000000,0.000000,1.654021,0.000000,-1.459674,africa
9,34,1.954664,0.000000,-0.024332,0.000000,-0.005318,0.000000,0.000000,0.000000,0.000000,0.000000,1.649989,0.000000,-1.448001,africa
10,34,1.303711,0.000000,0.019977,0.000000,0.000039,0.000000,0.000000,0.000000,0.000000,0.000000,1.638746,0.000000,-1.397588,africa
